"index","mc","mismc"
"650","0.001183","0.000060",
"651","0.001181","0.000060",
"652","0.001179","0.000059",
"653","0.001178","0.000059",
"654","0.001177","0.000059",
"655","0.001174","0.000059",
"656","0.001173","0.000059",
"657","0.001170","0.000059",
"658","0.001169","0.000059",
"659","0.001165","0.000059",
"660","0.001164","0.000059",
"661","0.001162","0.000059",
"662","0.001160","0.000059",
"663","0.001159","0.000059",
"664","0.001157","0.000058",
"665","0.001157","0.000058",
"666","0.001154","0.000058",
"667","0.001153","0.000058",
"668","0.001150","0.000058",
"669","0.001149","0.000058",
"670","0.001148","0.000058",
"671","0.001147","0.000058",
"672","0.001144","0.000058",
"673","0.001142","0.000058",
"674","0.001140","0.000058",
"675","0.001139","0.000058",
"676","0.001137","0.000057",
"677","0.001136","0.000057",
"678","0.001135","0.000057",
"679","0.001136","0.000057",
"680","0.001134","0.000057",
"681","0.001132","0.000057",
"682","0.001130","0.000057",
"683","0.001129","0.000057",
"684","0.001127","0.000057",
"685","0.001128","0.000057",
"686","0.001127","0.000057",
"687","0.001126","0.000057",
"688","0.001125","0.000056",
"689","0.001123","0.000056",
"690","0.001122","0.000056",
"691","0.001120","0.000056",
"692","0.001118","0.000056",
"693","0.001118","0.000056",
"694","0.001116","0.000056",
"695","0.001114","0.000056",
"696","0.001113","0.000056",
"697","0.001112","0.000056",
"698","0.001112","0.000056",
"699","0.001111","0.000056",
"700","0.001110","0.000056",
"701","0.001108","0.000056",
"702","0.001106","0.000056",
"703","0.001104","0.000055",
"704","0.001103","0.000055",
"705","0.001102","0.000055",
"706","0.001100","0.000055",
"707","0.001098","0.000055",
"708","0.001097","0.000055",
"709","0.001097","0.000055",
"710","0.001096","0.000055",
"711","0.001096","0.000055",
"712","0.001094","0.000055",
"713","0.001094","0.000055",
"714","0.001093","0.000055",
"715","0.001091","0.000055",
"716","0.001091","0.000055",
"717","0.001090","0.000054",
"718","0.001089","0.000054",
"719","0.001089","0.000054",
"720","0.001088","0.000054",
"721","0.001086","0.000054",
"722","0.001086","0.000054",
"723","0.001084","0.000054",
"724","0.001082","0.000054",
"725","0.001080","0.000054",
"726","0.001077","0.000054",
"727","0.001075","0.000054",
"728","0.001075","0.000054",
"729","0.001072","0.000054",
"730","0.001071","0.000053",
"731","0.001071","0.000053",
"732","0.001070","0.000053",
"733","0.001069","0.000053",
"734","0.001067","0.000053",
"735","0.001067","0.000053",
"736","0.001064","0.000053",
"737","0.001063","0.000053",
"738","0.001062","0.000053",
"739","0.001061","0.000053",
"740","0.001059","0.000053",
"741","0.001059","0.000053",
"742","0.001060","0.000053",
"743","0.001058","0.000053",
"744","0.001056","0.000053",
"745","0.001055","0.000052",
"746","0.001054","0.000052",
"747","0.001052","0.000052",
"748","0.001052","0.000052",
"749","0.001050","0.000052",
"750","0.001048","0.000052",
"751","0.001047","0.000052",
"752","0.001045","0.000052",
"753","0.001045","0.000052",
"754","0.001042","0.000052",
"755","0.001041","0.000052",
"756","0.001040","0.000052",
"757","0.001040","0.000051",
"758","0.001038","0.000051",
"759","0.001037","0.000051",
"760","0.001036","0.000051",
"761","0.001035","0.000051",
"762","0.001034","0.000051",
"763","0.001032","0.000051",
"764","0.001031","0.000051",
"765","0.001031","0.000051",
"766","0.001029","0.000051",
"767","0.001028","0.000051",
"768","0.001026","0.000051",
"769","0.001024","0.000051",
"770","0.001023","0.000051",
"771","0.001022","0.000050",
"772","0.001021","0.000050",
"773","0.001020","0.000050",
"774","0.001018","0.000050",
"775","0.001018","0.000050",
"776","0.001017","0.000050",
"777","0.001015","0.000050",
"778","0.001014","0.000050",
"779","0.001014","0.000050",
"780","0.001013","0.000050",
"781","0.001012","0.000050",
"782","0.001010","0.000050",
"783","0.001009","0.000050",
"784","0.001007","0.000050",
"785","0.001006","0.000050",
"786","0.001005","0.000050",
"787","0.001004","0.000050",
"788","0.001002","0.000049",
"789","0.001001","0.000049",
"790","0.000998","0.000049",
"791","0.000997","0.000049",
"792","0.000995","0.000049",
"793","0.000995","0.000049",
"794","0.000994","0.000049",
"795","0.000993","0.000049",
"796","0.000991","0.000049",
"797","0.000990","0.000049",
"798","0.000988","0.000049",
"799","0.000986","0.000049",
"800","0.000985","0.000049",
"801","0.000984","0.000049",
"802","0.000982","0.000049",
"803","0.000981","0.000049",
"804","0.000981","0.000048",
"805","0.000979","0.000048",
"806","0.000978","0.000048",
"807","0.000978","0.000048",
"808","0.000976","0.000048",
"809","0.000973","0.000048",
"810","0.000972","0.000048",
"811","0.000971","0.000048",
"812","0.000969","0.000048",
"813","0.000967","0.000048",
"814","0.000967","0.000048",
"815","0.000966","0.000048",
"816","0.000965","0.000048",
"817","0.000963","0.000048",
"818","0.000962","0.000048",
"819","0.000961","0.000048",
"820","0.000961","0.000048",
"821","0.000959","0.000048",
"822","0.000958","0.000047",
"823","0.000956","0.000047",
"824","0.000955","0.000047",
"825","0.000954","0.000047",
"826","0.000952","0.000047",
"827","0.000952","0.000047",
"828","0.000950","0.000047",
"829","0.000949","0.000047",
"830","0.000947","0.000047",
"831","0.000946","0.000047",
"832","0.000945","0.000047",
"833","0.000944","0.000047",
"834","0.000943","0.000047",
"835","0.000943","0.000047",
"836","0.000941","0.000047",
"837","0.000939","0.000047",
"838","0.000938","0.000047",
"839","0.000938","0.000047",
"840","0.000936","0.000046",
"841","0.000935","0.000046",
"842","0.000933","0.000046",
"843","0.000932","0.000046",
"844","0.000930","0.000046",
"845","0.000929","0.000046",
"846","0.000928","0.000046",
"847","0.000927","0.000046",
"848","0.000926","0.000046",
"849","0.000924","0.000046",
"850","0.000923","0.000046",
"851","0.000922","0.000046",
"852","0.000922","0.000046",
"853","0.000921","0.000046",
"854","0.000920","0.000046",
"855","0.000920","0.000046",
"856","0.000919","0.000046",
"857","0.000918","0.000046",
"858","0.000916","0.000046",
"859","0.000915","0.000045",
"860","0.000915","0.000045",
"861","0.000913","0.000045",
"862","0.000912","0.000045",
"863","0.000910","0.000045",
"864","0.000909","0.000045",
"865","0.000909","0.000045",
"866","0.000908","0.000045",
"867","0.000907","0.000045",
"868","0.000905","0.000045",
"869","0.000905","0.000045",
"870","0.000903","0.000045",
"871","0.000901","0.000045",
"872","0.000901","0.000045",
"873","0.000900","0.000045",
"874","0.000899","0.000045",
"875","0.000897","0.000045",
"876","0.000895","0.000044",
"877","0.000895","0.000044",
"878","0.000893","0.000044",
"879","0.000893","0.000044",
"880","0.000892","0.000044",
"881","0.000891","0.000044",
"882","0.000891","0.000044",
"883","0.000892","0.000044",
"884","0.000892","0.000044",
"885","0.000891","0.000044",
"886","0.000890","0.000044",
"887","0.000888","0.000044",
"888","0.000886","0.000044",
"889","0.000885","0.000044",
"890","0.000884","0.000044",
"891","0.000882","0.000044",
"892","0.000882","0.000044",
"893","0.000882","0.000044",
"894","0.000881","0.000044",
"895","0.000879","0.000044",
"896","0.000877","0.000044",
"897","0.000876","0.000044",
"898","0.000875","0.000044",
"899","0.000874","0.000044",
"900","0.000873","0.000043",
"901","0.000871","0.000043",
"902","0.000869","0.000043",
"903","0.000869","0.000043",
"904","0.000868","0.000043",
"905","0.000867","0.000043",
"906","0.000866","0.000043",
"907","0.000865","0.000043",
"908","0.000865","0.000043",
"909","0.000865","0.000043",
"910","0.000864","0.000043",
"911","0.000863","0.000043",
"912","0.000862","0.000043",
"913","0.000860","0.000043",
"914","0.000859","0.000043",
"915","0.000858","0.000043",
"916","0.000857","0.000043",
"917","0.000856","0.000043",
"918","0.000855","0.000043",
"919","0.000854","0.000043",
"920","0.000853","0.000043",
"921","0.000852","0.000043",
"922","0.000851","0.000042",
"923","0.000850","0.000042",
"924","0.000850","0.000042",
"925","0.000848","0.000042",
"926","0.000847","0.000042",
"927","0.000846","0.000042",
"928","0.000846","0.000042",
"929","0.000845","0.000042",
"930","0.000843","0.000042",
"931","0.000842","0.000042",
"932","0.000841","0.000042",
"933","0.000842","0.000042",
"934","0.000841","0.000042",
"935","0.000840","0.000042",
"936","0.000841","0.000042",
"937","0.000840","0.000042",
"938","0.000839","0.000042",
"939","0.000837","0.000042",
"940","0.000836","0.000042",
"941","0.000835","0.000042",
"942","0.000834","0.000042",
"943","0.000832","0.000042",
"944","0.000832","0.000042",
"945","0.000831","0.000042",
"946","0.000830","0.000042",
"947","0.000829","0.000041",
"948","0.000828","0.000041",
"949","0.000826","0.000041",
"950","0.000825","0.000041",
"951","0.000825","0.000041",
"952","0.000824","0.000041",
"953","0.000823","0.000041",
"954","0.000823","0.000041",
"955","0.000823","0.000041",
"956","0.000821","0.000041",
"957","0.000820","0.000041",
"958","0.000819","0.000041",
"959","0.000819","0.000041",
"960","0.000818","0.000041",
"961","0.000817","0.000041",
"962","0.000816","0.000041",
"963","0.000814","0.000041",
"964","0.000814","0.000041",
"965","0.000814","0.000041",
"966","0.000813","0.000041",
"967","0.000812","0.000040",
"968","0.000810","0.000040",
"969","0.000810","0.000040",
"970","0.000809","0.000040",
"971","0.000808","0.000040",
"972","0.000807","0.000040",
"973","0.000806","0.000040",
"974","0.000804","0.000040",
"975","0.000804","0.000040",
"976","0.000803","0.000040",
"977","0.000802","0.000040",
"978","0.000801","0.000040",
"979","0.000800","0.000040",
"980","0.000799","0.000040",
"981","0.000798","0.000040",
"982","0.000797","0.000040",
"983","0.000797","0.000040",
"984","0.000797","0.000040",
"985","0.000795","0.000040",
"986","0.000794","0.000040",
"987","0.000794","0.000040",
"988","0.000793","0.000040",
"989","0.000793","0.000040",
"990","0.000793","0.000040",
"991","0.000792","0.000040",
"992","0.000790","0.000040",
"993","0.000790","0.000040",
"994","0.000788","0.000040",
"995","0.000787","0.000040",
"996","0.000786","0.000040",
"997","0.000786","0.000040",
